SEP=,
FROM,TO,DEMAND
Lindau Kemptthal,Winterthur Gr�ze West,0.545096512
Lindau Kemptthal,Winterthur Gr�ze S�d,2.539715413
Lindau Kemptthal,Winterthur Gr�ze S�dost,1.752425971
Lindau Kemptthal,Winterthur Gr�ze Nordwest,1.143195145
Lindau Kemptthal,Winterthur Gr�ze Zentrum,3.070267927
Lindau Kemptthal,Winterthur Gr�ze Nordost,0.435883284
Lindau Kemptthal,Winterthur Gr�ze Ost,0.476568374
Lindau Kemptthal,Winterthur Hegmatten,1.277045799
Lindau Kemptthal,Winterthur Hegi Nord,0.835733707
Lindau Kemptthal,Winterthur Hegi S�d,0.327680907
Lindau Kemptthal,Winterthur Zinzikon,1.292817984
Lindau Kemptthal,Winterthur Reutlingen,0.299015991
Lindau Kemptthal,Winterthur Stadel,0.178749369
Lindau Kemptthal,Winterthur Ricketwil,0.03218853
Lindau Kemptthal,Winterthur Waser,4.616120587
Lindau Kemptthal,Winterthur B�elwiesen,4.575225949
Lindau Kemptthal,Winterthur Waldegg,0.898059847
Lindau Kemptthal,Winterthur Ganzenb�hl West,0.473290088
Lindau Kemptthal,Winterthur Ganzenb�hl Ost,1.589402096
Lindau Kemptthal,Winterthur Sonnenberg,1.308302781
Lindau Kemptthal,Winterthur Oberseen,1.270233427
Lindau Kemptthal,Winterthur Gotzenwil,0.453913847
Lindau Kemptthal,Winterthur Eidberg,0.157027973
Lindau Kemptthal,Winterthur Iberg,0.749446795
Lindau Kemptthal,Winterthur Sennhof,1.863844751
Lindau Kemptthal,Winterthur Schlosstal West,0.458630502
Lindau Kemptthal,Winterthur Schlosstal S�d,0.995185419
Lindau Kemptthal,Winterthur Schlosstal Nord,1.006221864
Lindau Kemptthal,Winterthur Schlosstal Ost,2.597422587
Lindau Kemptthal,Winterthur D�ttnau Nord,0.953687938
Lindau Kemptthal,Winterthur D�ttnau S�d,1.636999775
Lindau Kemptthal,Winterthur Eichliacker West,0.715947348
Lindau Kemptthal,Winterthur Eichliacker S�d,0.926074594
Lindau Kemptthal,Winterthur Eichliacker Mitte,1.409730878
Lindau Kemptthal,Winterthur Eichliacker Nord,2.925572481
Lindau Kemptthal,Winterthur Eichliacker Ost,1.972832266
Lindau Kemptthal,Winterthur Rossberg,5.34711107
Lindau Kemptthal,Winterthur Rosenberg Ost,1.500842863
Lindau Kemptthal,Winterthur Rosenberg S�d,1.765816038
Lindau Kemptthal,Winterthur Rosenberg Nord,1.105479976
Lindau Kemptthal,Winterthur Rosenberg West,1.273144929
Lindau Kemptthal,Winterthur Blumenau Nord,1.21150386
Lindau Kemptthal,Winterthur Blumenau S�d,2.043823433
Lindau Kemptthal,Winterthur Blumenau Ost,1.457472067
Lindau Kemptthal,Winterthur Weinberg Nord,0.323763397
Lindau Kemptthal,Winterthur Weinberg S�d,0.937101351
Lindau Kemptthal,Winterthur Oberfeld Nord,0.521562875
Lindau Kemptthal,Winterthur Oberfeld West,0.573196181
Lindau Kemptthal,Winterthur Oberfeld Ost,1.110571257
Lindau Kemptthal,Winterthur Oberfeld S�dwest,0.933224648
Lindau Kemptthal,Winterthur Oberfeld S�dost,0.525293401
Lindau Kemptthal,Winterthur Oberfeld Mitte,1.495183438
Lindau Kemptthal,Winterthur Lindenplatz Nord,2.075635822
Lindau Kemptthal,Winterthur Lindenplatz S�d,0.928825808
Lindau Kemptthal,Winterthur Lindenplatz Ost,1.211680573
Lindau Kemptthal,Winterthur Niederfeld,2.794104855
Lindau Kemptthal,Winterthur Neuburg,0.140416554
Lindau Kemptthal,Winterthur Hardau,0.185677003
Lindau Kemptthal,Winterthur H�rti Nord,1.08223736
Lindau Kemptthal,Winterthur H�rti S�d,2.279819911
Lindau Kemptthal,Winterthur Taggenberg Nord,0.154244873
Lindau Kemptthal,Winterthur Taggenberg S�d,0.5654981
Lindau Kemptthal,Winterthur Deutweg S�d,1.142058839
Lindau Kemptthal,Winterthur Deutweg West,1.137378475
Lindau Kemptthal,Winterthur Deutweg Ost,2.007565551
Lindau Kemptthal,Winterthur Deutweg Nordwest,2.805822401
Lindau Kemptthal,Winterthur Deutweg Nordost,0.955711056
Lindau Kemptthal,Winterthur Gutschick,2.050029301
Lindau Kemptthal,Winterthur Endliker,1.48019184
Lindau Kemptthal,Zell (ZH) Nord,0.004412858
Lindau Kemptthal,Zell (ZH) West,3.976880609
Lindau Kemptthal,Zell (ZH) S�d,2.867312622
Lindau Kemptthal,Zell (ZH) Ost,0.002292982
Lindau Kemptthal,Gachnang,1.675226595
Lindau Zentrum,Buch am Irchel West,0.062772539
Lindau Zentrum,Buch am Irchel Ost,0.012560273
Lindau Zentrum,Bassersdorf Nord,0.614696032
Lindau Zentrum,N�rensdorf S�d,3.763047439
Lindau Zentrum,N�rensdorf Nord,3.530877301
Lindau Zentrum,N�rensdorf Ost,1.790790634
Lindau Zentrum,Oberembrach Ost,0.016689925
Lindau Zentrum,Kyburg Ost,0.139382079
Lindau Zentrum,Kyburg West,0.129060545
Lindau Zentrum,Lindau Nord,91.42484981
Lindau Zentrum,Lindau Kemptthal,85.65954337
Lindau Zentrum,Lindau Zentrum,0
Lindau Zentrum,Weisslingen Nord,0.014627418
Lindau Zentrum,Bertschikon Nord,0.029638603
Lindau Zentrum,Bertschikon West,0.014171993
Lindau Zentrum,Bertschikon Ost,0.001323588
Lindau Zentrum,Br�tten,29.454829
Lindau Zentrum,D�gerlen S�d,0.098452695
Lindau Zentrum,D�ttlikon,0.199045495
Lindau Zentrum,Dinhard Ost,0.072992892
Lindau Zentrum,Dinhard S�d,0.114977966
Lindau Zentrum,Ellikon an der Thur,0.091371897
Lindau Zentrum,Elsau Nord,0.007428473
Lindau Zentrum,Elsau West,0.705487882
Lindau Zentrum,Elsau S�d,0.173833783
Lindau Zentrum,Hettlingen West,0.746014177
Lindau Zentrum,Hettlingen Ost,0.192504606
Lindau Zentrum,Hofstetten (ZH) Nord,0.027889905
Lindau Zentrum,Hofstetten (ZH) S�d,0.001226138
Lindau Zentrum,Neftenbach West,0.020796627
Lindau Zentrum,Neftenbach Nordost,0.170818093
Lindau Zentrum,Neftenbach Ost,2.224766123
Lindau Zentrum,Neftenbach S�d,0.263128162
Lindau Zentrum,Pfungen,1.890833543
Lindau Zentrum,Rickenbach (ZH) S�d,0.243905453
Lindau Zentrum,Rickenbach (ZH) Nord,0.116265684
Lindau Zentrum,Schlatt Ost,0.091014253
Lindau Zentrum,Schlatt West,0.004173533
Lindau Zentrum,Seuzach West,0.512045476
Lindau Zentrum,Seuzach Nord,0.927042419
Lindau Zentrum,Seuzach S�d,0.516342034
Lindau Zentrum,Wiesendangen Nord,0.056848324
Lindau Zentrum,Wiesendangen West,0.39629533
Lindau Zentrum,Wiesendangen Ost,0.321643761
Lindau Zentrum,Wiesendangen Menzengr�t,0.000847849
Lindau Zentrum,Winterthur Altstadt Nord,9.308711085
Lindau Zentrum,Winterthur Altstadt West,23.52363861
Lindau Zentrum,Winterthur Altstadt Mitte,4.211465819
Lindau Zentrum,Winterthur Altstadt Ost,1.179392867
Lindau Zentrum,Winterthur Lind Nord,0.829459732
Lindau Zentrum,Winterthur Lind Mitte,1.789812012
Lindau Zentrum,Winterthur Lind S�dwest,2.720354354
Lindau Zentrum,Winterthur Lind S�dost,1.471985657
Lindau Zentrum,Winterthur Lind Ost,1.05882014
Lindau Zentrum,Winterthur Heiligberg Nord,8.548719067
Lindau Zentrum,Winterthur Heiligberg West,0.640802686
Lindau Zentrum,Winterthur Heiligberg Ost,0.53193502
Lindau Zentrum,Winterthur Heiligberg S�d,0.610887308
Lindau Zentrum,Winterthur T�ssfeld Nord,2.771844554
Lindau Zentrum,Winterthur T�ssfeld S�d,0.9583038
Lindau Zentrum,Winterthur T�ssfeld Ost,1.341867738
Lindau Zentrum,Winterthur Br�hlberg West,0.76086214
Lindau Zentrum,Winterthur Br�hlberg Ost,1.60090635
Lindau Zentrum,Winterthur Neuwiesen S�d,0.946853704
Lindau Zentrum,Winterthur Neuwiesen West,0.417106813
Lindau Zentrum,Winterthur Neuwiesen Ost,13.1126061
Lindau Zentrum,Winterthur Neuwiesen Nord,1.308465568
Lindau Zentrum,Winterthur Talacker Nord,0.251491672
Lindau Zentrum,Winterthur Talacker Ost,0.988059006
Lindau Zentrum,Winterthur Talacker S�d,0.813221903
Lindau Zentrum,Winterthur Talacker Zentrum,0.463461315
Lindau Zentrum,Winterthur Guggenb�hl West,0.914020403
Lindau Zentrum,Winterthur Guggenb�hl Ost,0.761073513
Lindau Zentrum,Winterthur Gr�ze West,0.268621551
Lindau Zentrum,Winterthur Gr�ze S�d,1.250328973
Lindau Zentrum,Winterthur Gr�ze S�dost,0.866820527
Lindau Zentrum,Winterthur Gr�ze Nordwest,0.56733
Lindau Zentrum,Winterthur Gr�ze Zentrum,1.523877386
Lindau Zentrum,Winterthur Gr�ze Nordost,0.216222318
Lindau Zentrum,Winterthur Gr�ze Ost,0.236444086
Lindau Zentrum,Winterthur Hegmatten,0.610545681
Lindau Zentrum,Winterthur Hegi Nord,0.416928245
Lindau Zentrum,Winterthur Hegi S�d,0.158026339
Lindau Zentrum,Winterthur Zinzikon,0.656397247
Lindau Zentrum,Winterthur Reutlingen,0.151177474
Lindau Zentrum,Winterthur Stadel,0.088869376
Lindau Zentrum,Winterthur Ricketwil,0.013834151
Lindau Zentrum,Winterthur Waser,2.252953245
Lindau Zentrum,Winterthur B�elwiesen,2.182778155
Lindau Zentrum,Winterthur Waldegg,0.438555926
Lindau Zentrum,Winterthur Ganzenb�hl West,0.226861611
Lindau Zentrum,Winterthur Ganzenb�hl Ost,0.760487976
Lindau Zentrum,Winterthur Sonnenberg,0.623177506
Lindau Zentrum,Winterthur Oberseen,0.610437533
Lindau Zentrum,Winterthur Gotzenwil,0.219332854
Lindau Zentrum,Winterthur Eidberg,0.075161767
Lindau Zentrum,Winterthur Iberg,0.359517412
Lindau Zentrum,Winterthur Sennhof,0.809136811
Lindau Zentrum,Winterthur Schlosstal West,0.225485002
Lindau Zentrum,Winterthur Schlosstal S�d,0.555773686
Lindau Zentrum,Winterthur Schlosstal Nord,0.494381012
Lindau Zentrum,Winterthur Schlosstal Ost,1.446173058
Lindau Zentrum,Winterthur D�ttnau Nord,0.463565164
Lindau Zentrum,Winterthur D�ttnau S�d,1.199836897
Lindau Zentrum,Winterthur Eichliacker West,0.351321052
Lindau Zentrum,Winterthur Eichliacker S�d,0.45596742
Lindau Zentrum,Winterthur Eichliacker Mitte,0.787307043
Lindau Zentrum,Winterthur Eichliacker Nord,1.626641276
Lindau Zentrum,Winterthur Eichliacker Ost,1.098048267
Lindau Zentrum,Winterthur Rossberg,2.453889145
Lindau Zentrum,Winterthur Rosenberg Ost,0.755813781
Lindau Zentrum,Winterthur Rosenberg S�d,0.885449992
Lindau Zentrum,Winterthur Rosenberg Nord,0.557649153
Lindau Zentrum,Winterthur Rosenberg West,0.643210677
Lindau Zentrum,Winterthur Blumenau Nord,0.608924073
Lindau Zentrum,Winterthur Blumenau S�d,1.020638901
Lindau Zentrum,Winterthur Blumenau Ost,0.71740132
Lindau Zentrum,Winterthur Weinberg Nord,0.162816482
Lindau Zentrum,Winterthur Weinberg S�d,0.470225013
Lindau Zentrum,Winterthur Oberfeld Nord,0.262388416
Lindau Zentrum,Winterthur Oberfeld West,0.28503582
Lindau Zentrum,Winterthur Oberfeld Ost,0.558501424
Lindau Zentrum,Winterthur Oberfeld S�dwest,0.45935222
Lindau Zentrum,Winterthur Oberfeld S�dost,0.258756982
Lindau Zentrum,Winterthur Oberfeld Mitte,0.754760071
Lindau Zentrum,Winterthur Lindenplatz Nord,1.041435312
Lindau Zentrum,Winterthur Lindenplatz S�d,0.468798353
Lindau Zentrum,Winterthur Lindenplatz Ost,0.60624775
Lindau Zentrum,Winterthur Niederfeld,1.395109013
Lindau Zentrum,Winterthur Neuburg,0.068047816
Lindau Zentrum,Winterthur Hardau,0.094047318
Lindau Zentrum,Winterthur H�rti Nord,0.542294485
Lindau Zentrum,Winterthur H�rti S�d,1.143658449
Lindau Zentrum,Winterthur Taggenberg Nord,0.080739819
Lindau Zentrum,Winterthur Taggenberg S�d,0.29165325
Lindau Zentrum,Winterthur Deutweg S�d,0.563167219
Lindau Zentrum,Winterthur Deutweg West,0.559348705
Lindau Zentrum,Winterthur Deutweg Ost,0.989235195
Lindau Zentrum,Winterthur Deutweg Nordwest,1.383030798
Lindau Zentrum,Winterthur Deutweg Nordost,0.471824385
Lindau Zentrum,Winterthur Gutschick,1.014495427
Lindau Zentrum,Winterthur Endliker,0.731405615
Lindau Zentrum,Zell (ZH) Nord,0.001949867
Lindau Zentrum,Zell (ZH) West,1.732276036
Lindau Zentrum,Zell (ZH) S�d,1.251969377
Lindau Zentrum,Zell (ZH) Ost,0.001014682
Lindau Zentrum,Gachnang,0.828148538
Weisslingen Nord,Buch am Irchel West,0.002633378
Weisslingen Nord,Buch am Irchel Ost,0.000514375
Weisslingen Nord,Bassersdorf Nord,0.002581389
Weisslingen Nord,N�rensdorf S�d,0.015308438
Weisslingen Nord,N�rensdorf Nord,0.014895608
Weisslingen Nord,N�rensdorf Ost,0.010665459
Weisslingen Nord,Oberembrach Ost,0.000549437
Weisslingen Nord,Kyburg Ost,0.261009994
Weisslingen Nord,Kyburg West,0.259404145
Weisslingen Nord,Lindau Nord,0.022549016
Weisslingen Nord,Lindau Kemptthal,0.066181994
Weisslingen Nord,Lindau Zentrum,0.011131342
Weisslingen Nord,Weisslingen Nord,0
Weisslingen Nord,Bertschikon Nord,0
Weisslingen Nord,Bertschikon West,0
Weisslingen Nord,Bertschikon Ost,0
Weisslingen Nord,Br�tten,0.048833847
Weisslingen Nord,D�gerlen S�d,0.004647336
Weisslingen Nord,D�ttlikon,0.0018687
Weisslingen Nord,Dinhard Ost,0.005005894
Weisslingen Nord,Dinhard S�d,0.002515577
Weisslingen Nord,Ellikon an der Thur,0.034336383
Weisslingen Nord,Elsau Nord,0.000613473
Weisslingen Nord,Elsau West,0.509550222
Weisslingen Nord,Elsau S�d,0.123916246
Weisslingen Nord,Hettlingen West,0.023511703
Weisslingen Nord,Hettlingen Ost,0.00838503
Weisslingen Nord,Hofstetten (ZH) Nord,0.021626242
Weisslingen Nord,Hofstetten (ZH) S�d,0.000163874
Weisslingen Nord,Neftenbach West,0.000923898
Weisslingen Nord,Neftenbach Nordost,0.007309016
Weisslingen Nord,Neftenbach Ost,0.134319686
Weisslingen Nord,Neftenbach S�d,0.011541477
Weisslingen Nord,Pfungen,0.093014733
Weisslingen Nord,Rickenbach (ZH) S�d,0.091815553
Weisslingen Nord,Rickenbach (ZH) Nord,0.041180081
Weisslingen Nord,Schlatt Ost,0.008572994
Weisslingen Nord,Schlatt West,0.001271289
Weisslingen Nord,Seuzach West,0.031204581
Weisslingen Nord,Seuzach Nord,0.077957373
Weisslingen Nord,Seuzach S�d,0.042888196
Weisslingen Nord,Wiesendangen Nord,0.020213056
Weisslingen Nord,Wiesendangen West,0.159260609
Weisslingen Nord,Wiesendangen Ost,0.016929571
Weisslingen Nord,Wiesendangen Menzengr�t,0
Weisslingen Nord,Winterthur Altstadt Nord,0.975642047
Weisslingen Nord,Winterthur Altstadt West,2.52742309
Weisslingen Nord,Winterthur Altstadt Mitte,0.453626969
Weisslingen Nord,Winterthur Altstadt Ost,0.156206855
Weisslingen Nord,Winterthur Lind Nord,0.060039862
Weisslingen Nord,Winterthur Lind Mitte,0.192207086
Weisslingen Nord,Winterthur Lind S�dwest,0.369149528
Weisslingen Nord,Winterthur Lind S�dost,0.168251432
Weisslingen Nord,Winterthur Lind Ost,0.09933518
Weisslingen Nord,Winterthur Heiligberg Nord,0.975152248
Weisslingen Nord,Winterthur Heiligberg West,0.05127566
Weisslingen Nord,Winterthur Heiligberg Ost,0.063630987
Weisslingen Nord,Winterthur Heiligberg S�d,0.057601291
Weisslingen Nord,Winterthur T�ssfeld Nord,0.212941289
Weisslingen Nord,Winterthur T�ssfeld S�d,0.081879436
Weisslingen Nord,Winterthur T�ssfeld Ost,0.101731262
Weisslingen Nord,Winterthur Br�hlberg West,0.057506862
Weisslingen Nord,Winterthur Br�hlberg Ost,0.123861571
Weisslingen Nord,Winterthur Neuwiesen S�d,0.081591533
Weisslingen Nord,Winterthur Neuwiesen West,0.050977683
Weisslingen Nord,Winterthur Neuwiesen Ost,1.294168204
Weisslingen Nord,Winterthur Neuwiesen Nord,0.146841074
Weisslingen Nord,Winterthur Talacker Nord,0.027568646
Weisslingen Nord,Winterthur Talacker Ost,0.239522279
Weisslingen Nord,Winterthur Talacker S�d,0.115535396
Weisslingen Nord,Winterthur Talacker Zentrum,0.066538656
Weisslingen Nord,Winterthur Guggenb�hl West,0.110849884
Weisslingen Nord,Winterthur Guggenb�hl Ost,0.060007357
Weisslingen Nord,Winterthur Gr�ze West,0.116929157
Weisslingen Nord,Winterthur Gr�ze S�d,0.665162659
Weisslingen Nord,Winterthur Gr�ze S�dost,0.364662474
Weisslingen Nord,Winterthur Gr�ze Nordwest,0.332698522
Weisslingen Nord,Winterthur Gr�ze Zentrum,0.872296705
Weisslingen Nord,Winterthur Gr�ze Nordost,0.061900369
Weisslingen Nord,Winterthur Gr�ze Ost,0.05376803
Weisslingen Nord,Winterthur Hegmatten,0.28542677
Weisslingen Nord,Winterthur Hegi Nord,0.15957067
Weisslingen Nord,Winterthur Hegi S�d,0.097192358
Weisslingen Nord,Winterthur Zinzikon,0.07592323
Weisslingen Nord,Winterthur Reutlingen,0.011293809
Weisslingen Nord,Winterthur Stadel,0.004851481
Weisslingen Nord,Winterthur Ricketwil,0.001272122
Weisslingen Nord,Winterthur Waser,2.119356813
Weisslingen Nord,Winterthur B�elwiesen,2.111591549
Weisslingen Nord,Winterthur Waldegg,0.22504418
Weisslingen Nord,Winterthur Ganzenb�hl West,0.176961377
Weisslingen Nord,Winterthur Ganzenb�hl Ost,0.404846379
Weisslingen Nord,Winterthur Sonnenberg,0.596495238
Weisslingen Nord,Winterthur Oberseen,0.408987147
Weisslingen Nord,Winterthur Gotzenwil,0.112005537
Weisslingen Nord,Winterthur Eidberg,0.016299473
Weisslingen Nord,Winterthur Iberg,3.610081383
Weisslingen Nord,Winterthur Sennhof,1.496987415
Weisslingen Nord,Winterthur Schlosstal West,0.013558898
Weisslingen Nord,Winterthur Schlosstal S�d,0.042812198
Weisslingen Nord,Winterthur Schlosstal Nord,0.029804453
Weisslingen Nord,Winterthur Schlosstal Ost,0.110042094
Weisslingen Nord,Winterthur D�ttnau Nord,0.027824904
Weisslingen Nord,Winterthur D�ttnau S�d,0.048100072
Weisslingen Nord,Winterthur Eichliacker West,0.021093034
Weisslingen Nord,Winterthur Eichliacker S�d,0.027482266
Weisslingen Nord,Winterthur Eichliacker Mitte,0.059752496
Weisslingen Nord,Winterthur Eichliacker Nord,0.120937903
Weisslingen Nord,Winterthur Eichliacker Ost,0.058659567
Weisslingen Nord,Winterthur Rossberg,0.004963271
Weisslingen Nord,Winterthur Rosenberg Ost,0.071688345
Weisslingen Nord,Winterthur Rosenberg S�d,0.08753943
Weisslingen Nord,Winterthur Rosenberg Nord,0.058971882
Weisslingen Nord,Winterthur Rosenberg West,0.060860543
Weisslingen Nord,Winterthur Blumenau Nord,0.074159906
Weisslingen Nord,Winterthur Blumenau S�d,0.12227746
Weisslingen Nord,Winterthur Blumenau Ost,0.090497777
Weisslingen Nord,Winterthur Weinberg Nord,0.019646532
Weisslingen Nord,Winterthur Weinberg S�d,0.058304391
Weisslingen Nord,Winterthur Oberfeld Nord,0.032379832
Weisslingen Nord,Winterthur Oberfeld West,0.017032771
Weisslingen Nord,Winterthur Oberfeld Ost,0.069326377
Weisslingen Nord,Winterthur Oberfeld S�dwest,0.02766554
Weisslingen Nord,Winterthur Oberfeld S�dost,0.015713471
Weisslingen Nord,Winterthur Oberfeld Mitte,0.053767153
Weisslingen Nord,Winterthur Lindenplatz Nord,0.073071094
Weisslingen Nord,Winterthur Lindenplatz S�d,0.032877016
Weisslingen Nord,Winterthur Lindenplatz Ost,0.043133728
Weisslingen Nord,Winterthur Niederfeld,0.097500299
Weisslingen Nord,Winterthur Neuburg,0.003206298
Weisslingen Nord,Winterthur Hardau,0.009695439
Weisslingen Nord,Winterthur H�rti Nord,0.037551333
Weisslingen Nord,Winterthur H�rti S�d,0.079750847
Weisslingen Nord,Winterthur Taggenberg Nord,0.006686782
Weisslingen Nord,Winterthur Taggenberg S�d,0.020969909
Weisslingen Nord,Winterthur Deutweg S�d,0.06853639
Weisslingen Nord,Winterthur Deutweg West,0.073009343
Weisslingen Nord,Winterthur Deutweg Ost,0.175549869
Weisslingen Nord,Winterthur Deutweg Nordwest,0.209268048
Weisslingen Nord,Winterthur Deutweg Nordost,0.105642331
Weisslingen Nord,Winterthur Gutschick,0.336540615
Weisslingen Nord,Winterthur Endliker,0.250666714
Weisslingen Nord,Zell (ZH) Nord,0.000919308
Weisslingen Nord,Zell (ZH) West,18.16356321
Weisslingen Nord,Zell (ZH) S�d,2.941342531
Weisslingen Nord,Zell (ZH) Ost,0.000476601
Weisslingen Nord,Gachnang,0.329789171
Bertschikon Nord,Buch am Irchel West,0.020392774
Bertschikon Nord,Buch am Irchel Ost,0.004165119
Bertschikon Nord,Bassersdorf Nord,0.012740007
Bertschikon Nord,N�rensdorf S�d,0.076703827
Bertschikon Nord,N�rensdorf Nord,0.076971152
Bertschikon Nord,N�rensdorf Ost,0.03875647
Bertschikon Nord,Oberembrach Ost,0.003117074
Bertschikon Nord,Kyburg Ost,0.010662566
Bertschikon Nord,Kyburg West,0.010398346
Bertschikon Nord,Lindau Nord,0.061219688
Bertschikon Nord,Lindau Kemptthal,0.172577441
Bertschikon Nord,Lindau Zentrum,0.045988856
Bertschikon Nord,Weisslingen Nord,0.001387174
Bertschikon Nord,Bertschikon Nord,0
Bertschikon Nord,Bertschikon West,0.634177043
Bertschikon Nord,Bertschikon Ost,0.058385307
Bertschikon Nord,Br�tten,0.177385954
Bertschikon Nord,D�gerlen S�d,0.044837622
Bertschikon Nord,D�ttlikon,0.052330814
Bertschikon Nord,Dinhard Ost,0.093572557
Bertschikon Nord,Dinhard S�d,0.641192616
Bertschikon Nord,Ellikon an der Thur,0.79488546
Bertschikon Nord,Elsau Nord,0.07925368
Bertschikon Nord,Elsau West,5.841984691
Bertschikon Nord,Elsau S�d,0.065710587
Bertschikon Nord,Hettlingen West,0.216276954
Bertschikon Nord,Hettlingen Ost,0.079697964
Bertschikon Nord,Hofstetten (ZH) Nord,0.008658755
Bertschikon Nord,Hofstetten (ZH) S�d,0.013359691
Bertschikon Nord,Neftenbach West,0.006857772
Bertschikon Nord,Neftenbach Nordost,0.056688814
Bertschikon Nord,Neftenbach Ost,0.282422691
Bertschikon Nord,Neftenbach S�d,0.037311613
Bertschikon Nord,Pfungen,0.423310947
Bertschikon Nord,Rickenbach (ZH) S�d,1.744030658
Bertschikon Nord,Rickenbach (ZH) Nord,0.829463512
Bertschikon Nord,Schlatt Ost,0.772498729
Bertschikon Nord,Schlatt West,0.000570201
Bertschikon Nord,Seuzach West,0.197518488
Bertschikon Nord,Seuzach Nord,5.577426774
Bertschikon Nord,Seuzach S�d,3.005241572
Bertschikon Nord,Wiesendangen Nord,0.41802042
Bertschikon Nord,Wiesendangen West,4.778384417
Bertschikon Nord,Wiesendangen Ost,6.30003683
Bertschikon Nord,Wiesendangen Menzengr�t,0
Bertschikon Nord,Winterthur Altstadt Nord,2.770612875
Bertschikon Nord,Winterthur Altstadt West,6.932332275
Bertschikon Nord,Winterthur Altstadt Mitte,4.268141868
Bertschikon Nord,Winterthur Altstadt Ost,1.118785006
Bertschikon Nord,Winterthur Lind Nord,0.753152911
Bertschikon Nord,Winterthur Lind Mitte,1.567528432
Bertschikon Nord,Winterthur Lind S�dwest,1.518176055
Bertschikon Nord,Winterthur Lind S�dost,2.349239935
Bertschikon Nord,Winterthur Lind Ost,1.256192163
Bertschikon Nord,Winterthur Heiligberg Nord,2.133635713
Bertschikon Nord,Winterthur Heiligberg West,0.157970727
Bertschikon Nord,Winterthur Heiligberg Ost,0.138031126
Bertschikon Nord,Winterthur Heiligberg S�d,0.150732685
Bertschikon Nord,Winterthur T�ssfeld Nord,1.162925221
Bertschikon Nord,Winterthur T�ssfeld S�d,0.454073762
Bertschikon Nord,Winterthur T�ssfeld Ost,0.556593481
Bertschikon Nord,Winterthur Br�hlberg West,0.325820687
